Customer ID,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
933407,,29-10-1964,422.93,27-04-2023,"Allen, Estrada and Allen",Electronics
423459,M,19-10-2005,645.78,8/5/2023,"Moore, Holmes and Taylor",Electronics
785410,M,24-10-1986,73.94,1/7/2023,"Gamble, Pacheco and Brown",Restaurant
90069,M,2/11/1951,149.97,20-04-2023,Estrada PLC,Market
563021,,24-10-1985,344.06,8/10/2023,"Patton, Thompson and Johnston",Market
297307,M,21-10-1999,748.66,6/9/2023,Parks Ltd,Electronics
167269,,30-10-1963,1822.47,14-10-2023,"Newton, Ray and Cook",Travel
251432,M,27-10-1975,111.59,14-09-2023,"Ewing, Johnson and Ryan",Cosmetic
120271,M,25-10-1983,78.44,16-07-2023,Hill Ltd,Clothing
121967,F,27-10-1972,145.81,26-05-2023,Page-Gonzalez,Cosmetic
886641,,23-10-1990,469.23,4/2/2023,Howard-Little,Electronics
741764,F,31-10-1957,207.58,5/8/2023,"Moore, Davis and Hughes",Clothing
727687,F,24-10-1986,1348.41,16-08-2023,Dunn-Lopez,Travel
965214,,23-10-1989,238.71,17-01-2023,"Chambers, Smith and Fernandez",Clothing
801534,M,1/11/1952,498.03,20-02-2023,Mcdaniel Inc,Market
348450,M,24-10-1987,381.13,3/8/2023,Johnson-Lin,Market
711912,M,29-10-1966,2134.84,2/5/2023,Torres and Sons,Travel
349479,F,28-10-1968,2170.8,25-02-2023,Allen-Curtis,Travel
211935,M,26-10-1977,65.6,15-01-2023,Delgado Inc,Restaurant
156109,F,27-10-1975,802.78,16-08-2023,"Frederick, Flores and Maxwell",Electronics
150624,M,31-10-1958,814.94,27-05-2023,Giles-Johnson,Travel
823991,,26-10-1976,695.46,24-03-2023,"Allen, Watson and Roberts",Electronics
161440,F,1/11/1953,132.86,30-04-2023,"Ramirez, Koch and Hill",Clothing
64278,M,31-10-1958,276.78,31-01-2023,Rowe Ltd,Market
829404,M,27-10-1973,171.11,9/5/2023,Green Group,Cosmetic
778138,F,31-10-1957,2701.2,15-01-2023,Hartman-Cooke,Travel
429689,F,31-10-1958,49.44,5/7/2023,"Hall, Knapp and Schmidt",Clothing
648962,M,29-10-1964,207.88,29-07-2023,Smith LLC,Market
352514,F,29-10-1966,73.98,5/3/2023,Schultz Ltd,Electronics
422568,M,29-10-1967,355.98,28-02-2023,Gross-Kent,Market
326614,,19-10-2004,41.85,9/10/2023,Richardson-Jennings,Restaurant
474148,F,21-10-1996,294.2,26-03-2023,Martin Ltd,Clothing
821731,F,22-10-1993,1215.74,4/1/2023,Walker PLC,Travel
27013,M,30-10-1961,1830.06,2/3/2023,Lopez-West,Travel
286591,F,28-10-1969,247.88,3/7/2023,Cox and Sons,Market
115371,M,26-10-1976,85.65,3/9/2023,Davis and Sons,Restaurant
394617,F,2/11/1951,677.92,23-03-2023,Smith-Buck,Electronics
200561,,28-10-1969,96.45,17-07-2023,Hall-Johnson,Restaurant
795833,F,21-10-1997,36.05,19-08-2023,"Hanson, Griffin and Smith",Cosmetic
450031,M,26-10-1978,88.71,4/6/2023,Watson-Perez,Restaurant
720164,F,25-10-1982,208.23,8/7/2023,"Perez, Robbins and Lane",Clothing
166644,F,27-10-1975,2728.41,26-07-2023,"Higgins, Dixon and Ryan",Travel
794830,F,31-10-1958,47.66,4/5/2023,Jones Group,Restaurant
789238,F,26-10-1979,272.33,20-08-2023,"Robles, Watson and Thompson",Clothing
378571,F,29-10-1966,86.84,6/9/2023,Henry-Anderson,Restaurant
626226,F,28-10-1969,169.49,22-07-2023,Sandoval LLC,Clothing
670149,M,20-10-2001,33.19,22-08-2023,"Gonzalez, Ross and Brown",Clothing
890407,M,1/11/1953,466.13,17-05-2023,Price-Weiss,Market
196087,M,27-10-1972,392.45,22-07-2023,"Ellison, Garcia and Hudson",Market
326219,F,24-10-1987,98.45,4/2/2023,"Knox, Brown and Hall",Restaurant
451205,M,27-10-1972,581.48,14-05-2023,"Decker, Morris and Higgins",Electronics
447694,M,29-10-1965,384.45,2/9/2023,Collins-Newton,Electronics
11460,M,1/11/1954,52.94,23-05-2023,Smith-James,Clothing
462027,M,31-10-1956,184.21,24-07-2023,Gibson-Mitchell,Clothing
411389,F,21-10-1999,274.53,19-06-2023,"Johnson, Wagner and Ruiz",Market
719623,M,29-10-1967,163.99,1/7/2023,Harris LLC,Cosmetic
239914,M,24-10-1985,566.62,13-02-2023,Allen Group,Electronics
596209,M,22-10-1995,189.97,12/2/2023,"Henry, Ward and Leach",Market
905612,M,20-10-2003,731.49,17-08-2023,"Beck, Jones and Riley",Travel
257343,,30-10-1962,294.36,19-07-2023,Gregory-Crawford,Electronics
414766,M,20-10-2001,262.37,19-07-2023,Jones LLC,Clothing
108959,,30-10-1963,126.61,27-06-2023,Meza Group,Electronics
509005,F,26-10-1979,730.56,1/7/2023,"Hernandez, Jennings and Meadows",Electronics
312503,,1/11/1952,68.53,6/3/2023,Myers-Snyder,Electronics
505530,F,28-10-1970,84.46,19-09-2023,Horton Group,Restaurant
162910,M,23-10-1988,36.57,18-07-2023,"White, Wright and Douglas",Market
584009,F,2/11/1949,15.75,13-04-2023,Wolf Inc,Restaurant
610555,M,1/11/1955,133.29,10/6/2023,Farmer-Williams,Travel
729635,M,26-10-1978,123.39,26-01-2023,Jones-Hampton,Clothing
159048,M,30-10-1962,563.31,2/10/2023,Miller-Rogers,Electronics
93019,F,20-10-2003,65.64,9/8/2023,Norton-Conrad,Restaurant
890055,F,29-10-1965,46.4,6/4/2023,Mullen Ltd,Restaurant
405899,F,29-10-1966,443.3,24-01-2023,Brooks-Nunez,Electronics
374342,F,31-10-1957,877.14,12/8/2023,Perry PLC,Electronics
92421,M,29-10-1966,299.74,29-03-2023,"Torres, Rivera and Chandler",Travel
772493,M,30-10-1961,451.28,3/3/2023,Steele LLC,Market
216386,M,28-10-1969,224.8,10/7/2023,Hayden Inc,Clothing
93072,,1/11/1955,60.01,12/4/2023,"Price, Fitzgerald and Haynes",Restaurant
367683,M,2/11/1950,41.12,24-01-2023,Miller Group,Restaurant
750839,F,27-10-1972,42.98,5/9/2023,Cook-Ellis,Cosmetic
597567,,29-10-1966,329.56,3/7/2023,Brown PLC,Market
246957,F,30-10-1960,182.74,15-08-2023,"Juarez, Bradley and Jones",Travel
172986,M,30-10-1961,71.13,11/5/2023,Jenkins Inc,Clothing
56764,F,25-10-1983,79.91,21-04-2023,"Robles, Macdonald and Blevins",Restaurant
550309,F,30-10-1960,88.65,9/6/2023,Lucas Group,Restaurant
196753,M,30-10-1960,106.98,9/4/2023,"Murillo, Daugherty and Gregory",Cosmetic
583256,F,26-10-1977,291.46,28-02-2023,"Fisher, Bell and Wilson",Clothing
736244,M,30-10-1963,156.33,12/2/2023,Mccann-Williams,Clothing
956807,M,26-10-1976,141.5,4/4/2023,"Hooper, Wilson and Bradley",Electronics
910075,F,23-10-1989,1421.79,18-07-2023,"Fernandez, Medina and Taylor",Travel
704345,F,29-10-1964,154.44,14-06-2023,Miller-Herrera,Clothing
347299,F,23-10-1989,1871.03,24-09-2023,Graham LLC,Travel
164918,F,25-10-1982,1360.45,6/8/2023,Lopez Ltd,Travel
871927,M,31-10-1957,439.05,25-06-2023,"Cole, Dixon and Robinson",Market
572536,M,28-10-1971,48.21,29-03-2023,Cantrell-Hunter,Clothing
344628,,27-10-1972,2007.17,21-05-2023,"Mason, Turner and Hunter",Travel
932838,M,28-10-1971,102.71,8/3/2023,Myers PLC,Cosmetic
688406,F,21-10-1998,259.79,6/9/2023,"Hernandez, Schmidt and Marquez",Market
176048,M,22-10-1995,54.47,16-09-2023,Gregory-Melendez,Cosmetic
73413,F,27-10-1975,166.38,5/9/2023,Archer-Harmon,Cosmetic
394301,M,22-10-1992,946.2,22-08-2023,Pratt Group,Electronics
790292,F,23-10-1988,85.06,30-07-2023,"Fisher, Salazar and Walker",Restaurant
499538,F,28-10-1970,61.34,1/6/2023,Welch-Lloyd,Restaurant
784077,M,28-10-1968,497.97,28-03-2023,Davis PLC,Market
730098,F,20-10-2000,65.87,16-06-2023,Brown Inc,Cosmetic
704796,M,29-10-1965,78.34,24-01-2023,Adkins-Bowman,Restaurant
651783,F,21-10-1999,119.55,19-03-2023,Simon-Underwood,Cosmetic
968888,F,1/11/1952,780.03,25-02-2023,Lawson-Cooper,Electronics
799811,F,28-10-1971,219.31,21-03-2023,Jordan Inc,Market
890422,,30-10-1961,134.9,26-01-2023,"Cohen, Turner and Mcmahon",Cosmetic
972313,,19-10-2004,51.43,12/9/2023,"Hernandez, Shaw and Lynch",Cosmetic
845095,F,27-10-1974,276.94,22-02-2023,"Campos, Williams and House",Market
469068,M,21-10-1997,2211.03,8/3/2023,"Gibson, Drake and Conner",Travel
533795,F,29-10-1967,17.9,12/7/2023,Rollins Inc,Restaurant
176957,M,31-10-1957,11.34,20-09-2023,Dalton PLC,Restaurant
779372,F,21-10-1997,93.16,22-04-2023,Graham Inc,Restaurant
461440,F,30-10-1961,467.68,25-09-2023,"Duke, Perez and Henson",Electronics
915449,F,30-10-1961,38.45,12/10/2023,Hunter-Haynes,Cosmetic
968159,M,24-10-1985,482.04,4/5/2023,Kim Group,Market
248286,F,2/11/1949,1828,20-03-2023,Woodward Inc,Travel
92742,M,31-10-1956,72.44,5/6/2023,Oneill Inc,Clothing
335998,F,22-10-1992,753.15,5/1/2023,"Johnson, Briggs and Rodriguez",Electronics
112907,F,21-10-1997,965.4,8/5/2023,Harris-Powers,Electronics
253808,M,28-10-1970,111.09,5/6/2023,Soto-Jackson,Clothing
541849,F,1/11/1952,294.9,9/7/2023,"Haney, Santana and Anderson",Market
572191,M,25-10-1981,30.71,4/8/2023,Jackson-Jones,Restaurant
372393,F,28-10-1969,108.35,28-08-2023,Hays-Bowman,Cosmetic
527084,M,31-10-1958,60.77,26-05-2023,Foster and Sons,Restaurant
123016,M,31-10-1959,33.98,31-08-2023,Wyatt-Williams,Restaurant
815819,M,22-10-1992,48.41,25-09-2023,Richardson and Sons,Cosmetic
898145,F,22-10-1992,77.04,21-09-2023,Hinton Inc,Restaurant
710057,F,25-10-1980,120.36,12/10/2023,Blair-Combs,Cosmetic
367628,M,24-10-1984,29.96,24-02-2023,Dominguez PLC,Restaurant
514033,F,23-10-1990,269.78,18-08-2023,"Reeves, Graves and Perry",Market
30766,F,30-10-1962,55.75,26-08-2023,"Santiago, Ray and Bruce",Restaurant
110187,M,25-10-1981,429.95,7/4/2023,Stephens LLC,Electronics
514721,F,2/11/1948,373.16,3/8/2023,"Miller, Brown and Smith",Market
367609,F,2/11/1950,928.23,9/4/2023,Stout PLC,Electronics
752396,F,24-10-1984,178.7,27-07-2023,Hart PLC,Cosmetic
190983,M,21-10-1997,75.62,3/8/2023,Powers-Hansen,Restaurant
398015,,2/11/1949,768.55,3/9/2023,Johnson PLC,Electronics
537880,F,22-10-1995,1151.91,13-05-2023,Cannon-Mason,Travel
663434,F,26-10-1979,148.12,15-03-2023,"Contreras, King and Chan",Market
205625,F,20-10-2001,265.4,3/7/2023,"Smith, Williams and Coffey",Market
881857,M,30-10-1963,1938.99,30-08-2023,Andrews Inc,Travel
214118,F,22-10-1992,186.53,6/7/2023,Collins PLC,Clothing
407804,F,26-10-1978,88.26,21-01-2023,Duncan-Tucker,Cosmetic
114083,F,30-10-1962,173.32,29-09-2023,Rowe LLC,Clothing
326415,M,26-10-1979,109.85,24-03-2023,Oliver PLC,Clothing
454068,M,26-10-1979,744.37,20-09-2023,"Burnett, Miller and Hawkins",Electronics
451331,F,24-10-1985,72.2,21-05-2023,Martin-Perez,Restaurant
590642,F,20-10-2003,204.23,2/7/2023,Mendoza and Sons,Clothing
298690,M,26-10-1978,46.07,12/4/2023,Bailey-Stone,Cosmetic
141974,F,2/11/1949,165.28,8/10/2023,Smith PLC,Electronics
858549,M,22-10-1992,543.54,2/3/2023,"Knight, Jackson and Davila",Electronics
396722,,27-10-1972,1849.98,27-03-2023,Clark-Cox,Travel
585602,F,24-10-1985,49.24,1/7/2023,"Finley, Wheeler and Carter",Cosmetic
15603,M,26-10-1976,86.1,28-06-2023,"Morgan, Coleman and Adams",Clothing
848332,F,21-10-1998,579.45,15-09-2023,Brooks Inc,Electronics
768702,F,26-10-1978,10.37,12/2/2023,Williams Ltd,Restaurant
984793,F,25-10-1982,21.1,16-03-2023,Lawson-Li,Restaurant
741370,F,29-10-1967,881.95,8/2/2023,"Miller, Compton and Jackson",Electronics
191086,,20-10-2002,322.52,6/6/2023,Hobbs and Sons,Electronics
329678,F,23-10-1989,60.74,9/6/2023,"Miller, Fitzpatrick and Smith",Restaurant
416026,F,24-10-1986,113.74,17-02-2023,Garcia-Lowe,Cosmetic
267607,M,31-10-1956,117.16,18-07-2023,Dominguez-Hall,Market
793609,M,20-10-2000,198.36,22-07-2023,"Green, Green and Smith",Electronics
694790,,20-10-2002,82.22,18-08-2023,Diaz-Walters,Electronics
404690,M,31-10-1959,524.07,7/4/2023,Mendoza-Martin,Electronics
925920,M,21-10-1998,174.13,15-05-2023,Miller LLC,Clothing
77233,F,22-10-1992,341.92,6/6/2023,"Hernandez, Rivera and Valenzuela",Market
20886,M,27-10-1973,972.39,6/3/2023,"Salazar, Townsend and Santiago",Electronics
816990,F,27-10-1974,327.32,14-04-2023,Roach-Wiggins,Electronics
222026,M,19-10-2005,160.7,27-08-2023,Velazquez-Hill,Clothing
857302,F,28-10-1971,313.91,5/4/2023,Vega-Flores,Market
372053,M,26-10-1977,139.42,5/4/2023,"Davis, Stone and Roberts",Clothing
72859,F,25-10-1981,439.88,2/5/2023,Dominguez-Glover,Market
611000,M,25-10-1980,121.66,29-05-2023,"Dorsey, Perez and Jones",Clothing
623098,M,30-10-1963,82.47,20-02-2023,"Sellers, Gonzalez and Best",Clothing
746918,F,2/11/1950,35.48,4/10/2023,Johnson-Brown,Clothing
6332,F,2/11/1949,14.67,29-01-2023,"Smith, Marquez and Douglas",Market
241296,M,29-10-1965,57.94,15-06-2023,Washington-Harris,Market
452958,M,22-10-1992,283.32,24-01-2023,Meyers PLC,Clothing
379216,M,1/11/1952,372.53,2/10/2023,"Brown, Francis and Charles",Market
393896,F,23-10-1991,1720.77,17-04-2023,Barnett Inc,Travel
931356,F,28-10-1969,20.13,22-07-2023,"Campos, Smith and King",Restaurant
984957,F,25-10-1981,108.18,4/8/2023,Wallace-Avila,Market
726872,M,23-10-1991,265.68,11/7/2023,Lee-Stuart,Clothing
712378,F,28-10-1970,388.2,8/1/2023,"Rodriguez, Aguirre and Watson",Travel
76170,M,29-10-1965,908.08,30-01-2023,Watson-Watson,Electronics
170337,M,23-10-1990,32.31,28-08-2023,Robinson-Hawkins,Clothing
550955,F,21-10-1998,720.72,9/7/2023,Mckee LLC,Electronics
562950,M,21-10-1997,93.05,3/3/2023,Duffy-Doyle,Market
167854,M,31-10-1959,616.18,26-03-2023,Liu LLC,Travel
953368,M,23-10-1989,74.31,31-05-2023,"Beck, Moore and Stevens",Clothing
207385,M,22-10-1994,250.02,22-05-2023,"Rodriguez, Duran and Parker",Clothing
327622,,25-10-1982,183.13,26-07-2023,Jimenez-Norton,Market
115471,M,21-10-1997,135.34,11/3/2023,Norman Ltd,Clothing
989234,F,20-10-2002,64.34,4/9/2023,"Smith, Reilly and Davis",Restaurant
6619,F,30-10-1962,735.02,30-09-2023,"Mitchell, Mccormick and Diaz",Electronics
326503,M,25-10-1981,261.26,20-01-2023,"Williams, Morrison and Hess",Clothing
565733,F,27-10-1975,372.46,29-09-2023,"Brown, Black and Clark",Market
445584,F,25-10-1982,812.91,11/2/2023,"Mercado, Scott and Villa",Travel
803057,M,23-10-1991,66.18,14-07-2023,"Wilson, Rodriguez and Murphy",Restaurant
570839,M,24-10-1986,1683.21,6/8/2023,Coleman Group,Travel
947300,F,23-10-1989,84.49,24-09-2023,"Murray, Riggs and Gilmore",Market
239225,F,1/11/1954,281.05,21-07-2023,Parker-Turner,Clothing
203725,F,19-10-2004,1479.6,7/2/2023,Hall-Graham,Travel
12396,M,29-10-1966,189.57,4/5/2023,Rogers-Rice,Market
64496,M,29-10-1966,29.9,9/4/2023,"Williams, Morgan and Russell",Restaurant
165256,F,20-10-2003,132.99,16-01-2023,"Padilla, Miranda and Stevens",Clothing
357661,M,30-10-1960,1963.23,16-02-2023,Dudley-Ruiz,Travel
959325,M,21-10-1998,37.87,22-06-2023,Anderson-Hampton,Cosmetic
694027,M,27-10-1972,1032.13,10/2/2023,Moore-Parker,Travel
618586,,20-10-2002,1248.76,7/2/2023,Williams and Sons,Travel
938006,F,1/11/1955,470.68,10/3/2023,"Lewis, Coleman and Mcdonald",Market
476867,F,24-10-1984,616,26-04-2023,Hudson-Sparks,Electronics
539045,M,30-10-1960,170.12,8/2/2023,Graham Group,Market
395022,M,24-10-1987,712.72,24-05-2023,Flores-Gillespie,Electronics
682894,F,28-10-1971,579.84,21-07-2023,Brewer-Martinez,Electronics
869848,M,24-10-1984,700.91,10/7/2023,Holt-Simpson,Electronics
599100,,1/11/1953,277.68,6/2/2023,"Garcia, White and Fisher",Electronics
267488,M,19-10-2005,68.56,6/4/2023,"Jones, Thomas and Buck",Clothing
335096,M,27-10-1974,479.85,7/8/2023,"Bridges, Gomez and Kline",Electronics
488653,M,26-10-1976,1478.06,5/5/2023,Morse LLC,Travel
302037,F,20-10-2001,54.43,24-07-2023,"James, Cunningham and Johnson",Restaurant
948815,M,1/11/1952,609.16,5/10/2023,"Shields, Robbins and Lewis",Electronics
472408,F,19-10-2005,45.4,7/3/2023,Robles-Hunt,Restaurant
585899,M,30-10-1960,745.27,14-08-2023,Smith Ltd,Electronics
920535,F,22-10-1992,277.55,28-03-2023,Garcia-Wright,Market
724636,M,24-10-1984,161.24,13-06-2023,Thomas LLC,Cosmetic
641811,F,21-10-1996,198.3,12/1/2023,Perez-Osborne,Market
907763,,26-10-1977,321.79,15-01-2023,Thomas LLC,Market
820146,F,19-10-2004,828.58,28-03-2023,"Brown, Mendez and Powell",Electronics
653912,F,1/11/1953,2177.42,12/1/2023,Davis LLC,Travel
284057,M,24-10-1984,83.86,14-06-2023,Willis-Morgan,Electronics
974653,F,21-10-1998,70.95,9/6/2023,"Pitts, Martinez and Rhodes",Clothing
867265,M,30-10-1962,491.48,22-03-2023,Anderson Inc,Electronics
181412,M,25-10-1983,455.56,5/3/2023,Hodges Inc,Market
718503,F,30-10-1961,102.93,1/10/2023,Saunders-Lynch,Market
797429,M,2/11/1949,18.47,5/9/2023,Aguilar-Elliott,Restaurant
540284,M,27-10-1974,95.9,23-07-2023,Hernandez PLC,Cosmetic
208511,M,25-10-1982,399.33,19-04-2023,Patel-Cook,Travel
302169,M,30-10-1960,88.07,30-05-2023,Gibson Ltd,Market
783963,M,29-10-1967,140.76,24-05-2023,"Hunter, Freeman and Jackson",Cosmetic
98510,M,28-10-1971,12.22,29-06-2023,"Taylor, Carey and Robinson",Restaurant
841172,M,21-10-1997,647.27,6/3/2023,Jenkins Ltd,Electronics
351147,,24-10-1985,210.23,2/8/2023,Freeman Ltd,Market
496441,M,19-10-2005,103.72,19-07-2023,"Hart, Williams and Suarez",Clothing
957308,,2/11/1951,58.95,9/10/2023,"Rodriguez, Smith and Barajas",Restaurant
401604,M,29-10-1964,198.03,19-04-2023,"Jimenez, Stewart and Mcpherson",Clothing
229557,M,1/11/1952,91.06,21-01-2023,Henry-Beck,Clothing
562937,F,30-10-1963,452.15,24-08-2023,Jones-Smith,Market
567950,M,20-10-2002,1835.94,13-08-2023,"Walker, Gilmore and Gibbs",Travel
785163,,28-10-1971,202.5,19-04-2023,Thompson-Woods,Market
377009,,20-10-2002,87.13,25-04-2023,"Hoffman, Schmidt and Watts",Restaurant
26937,M,21-10-1996,246.57,10/3/2023,"Ward, Aguirre and Roth",Market
404706,M,31-10-1957,14.52,13-07-2023,Johnson-Alvarez,Cosmetic
354215,M,22-10-1992,146.61,27-08-2023,Hunt-Burke,Clothing
296383,F,23-10-1989,86.61,5/7/2023,Walter-Gonzalez,Clothing
157932,F,1/11/1954,724.92,27-06-2023,Guzman-Crawford,Electronics
963489,F,22-10-1994,453.62,22-06-2023,Lynn-Carroll,Market
151062,M,26-10-1976,87.02,29-08-2023,Woods-Tanner,Restaurant
960627,,31-10-1959,285.22,29-01-2023,Perez-Perkins,Market
762305,M,24-10-1984,101.65,21-09-2023,Watson and Sons,Clothing
939416,F,21-10-1999,2075.18,30-03-2023,"Martinez, Murphy and Craig",Travel
73943,F,27-10-1974,384.24,29-04-2023,Anderson-Leon,Market
905578,F,22-10-1994,2408.83,15-03-2023,Russell-Kennedy,Travel
845956,F,27-10-1973,59.84,19-01-2023,"Johnson, Meyers and Schmidt",Restaurant
924,M,1/11/1953,96.78,16-04-2023,Thomas Inc,Restaurant
293382,F,31-10-1959,27.59,19-04-2023,"Taylor, Martinez and Cowan",Restaurant
958369,M,25-10-1982,938.89,24-07-2023,"Ferguson, Lambert and Murray",Electronics
56672,M,27-10-1972,1848.14,23-07-2023,Moses-Reed,Travel
878302,M,30-10-1962,156.57,28-01-2023,Ballard Group,Electronics
805150,M,29-10-1964,97.13,15-05-2023,"Myers, Phillips and Smith",Electronics
931705,M,31-10-1959,189.93,4/7/2023,Price Ltd,Market
253201,M,2/11/1948,137.17,18-09-2023,Clayton Group,Cosmetic
748183,M,21-10-1997,132.59,17-03-2023,"Ruiz, Jones and Taylor",Clothing
205285,M,21-10-1999,57.51,16-05-2023,Hoffman and Sons,Electronics
698861,M,19-10-2005,121.13,10/6/2023,Bennett Inc,Clothing
976626,M,31-10-1959,652.92,13-04-2023,"Perry, Sandoval and Holmes",Electronics
675846,F,31-10-1959,540.38,13-06-2023,"Diaz, Jackson and Harrington",Electronics
296509,M,1/11/1954,165.9,18-04-2023,"Hicks, Levine and Dean",Cosmetic
352847,M,29-10-1964,1233.14,16-05-2023,Jackson-Mathis,Travel
326263,F,2/11/1948,68.7,16-04-2023,"Vaughn, Kelly and Garcia",Restaurant
227127,M,23-10-1990,634.61,15-04-2023,Huynh-Martin,Electronics
45189,F,23-10-1989,586.29,8/7/2023,"Powers, Colon and Carr",Electronics
758909,,29-10-1966,34.33,16-08-2023,Johnson-Werner,Market
788570,F,1/11/1955,989.51,29-03-2023,"Butler, Edwards and Small",Electronics
226329,M,21-10-1996,75.21,8/3/2023,Carr Ltd,Restaurant
266278,M,24-10-1986,64.33,6/2/2023,"Gibson, Perez and Ortiz",Restaurant
257127,M,20-10-2003,2034.06,17-09-2023,Hernandez Group,Travel
698679,M,26-10-1976,1385.37,3/8/2023,"Barry, Mitchell and Hunt",Travel
193479,F,25-10-1980,2448.8,22-06-2023,Paul-Roman,Travel
293360,F,26-10-1978,27.61,12/2/2023,Jones-Castro,Restaurant
762068,F,27-10-1973,42.12,6/7/2023,"Cordova, Cox and Murphy",Restaurant
397636,M,1/11/1952,898.02,1/5/2023,Scott LLC,Travel
821036,M,30-10-1961,2441.72,30-05-2023,Strickland and Sons,Travel
884216,F,25-10-1982,234.22,3/4/2023,"Howell, Sanchez and Morrow",Market
371370,M,26-10-1976,210.58,15-09-2023,"Andrade, Wright and Pena",Market
775578,F,20-10-2002,90.82,11/4/2023,"Rice, Baker and Duran",Restaurant
749603,F,24-10-1985,2920.25,18-07-2023,King-Wallace,Travel
841208,M,29-10-1964,90.04,11/6/2023,"Anderson, Collins and Jenkins",Restaurant
97406,M,23-10-1990,188.08,28-09-2023,Cole PLC,Electronics
934700,M,1/11/1954,64.59,3/5/2023,Coleman Inc,Restaurant
256520,M,22-10-1993,120.77,18-09-2023,Moreno Group,Cosmetic
817394,F,25-10-1983,697.6,8/7/2023,"Lynch, Perkins and Welch",Electronics
247140,,23-10-1988,439.13,29-01-2023,Brown PLC,Market
974280,,20-10-2002,295.24,4/1/2023,Poole-Hernandez,Clothing
557806,M,31-10-1957,94.73,19-06-2023,"Anderson, Morgan and Fox",Clothing
109819,,30-10-1962,368.99,7/5/2023,Henderson-Daugherty,Market
827017,M,1/11/1955,2448.2,23-09-2023,Kennedy-Johnson,Travel
768135,,21-10-1998,79.13,24-02-2023,"Turner, Clark and Jimenez",Cosmetic
571522,M,28-10-1970,91.23,12/7/2023,"Solis, Mullins and Ingram",Cosmetic
556719,M,21-10-1996,188.94,16-09-2023,Williams LLC,Clothing
964719,F,22-10-1995,474.4,30-06-2023,"Estrada, Crawford and Meyers",Market
572251,M,23-10-1990,326.45,18-04-2023,"Horn, Stewart and Mooney",Electronics
244088,M,26-10-1976,1826.34,23-07-2023,White Group,Travel
348727,F,27-10-1974,514.81,2/5/2023,Daniels-Hall,Travel
19845,F,30-10-1961,942.55,25-06-2023,"Hughes, Flores and Sosa",Electronics
251823,F,24-10-1986,391.18,24-01-2023,Wood-Jackson,Market
249946,F,30-10-1960,426.31,14-03-2023,Mccormick Ltd,Market
642821,M,20-10-2003,773.15,20-06-2023,"Mitchell, Armstrong and Shaw",Travel
819975,M,1/11/1953,85.03,3/3/2023,"Snyder, Hayes and Fox",Restaurant
386682,M,22-10-1992,79.74,9/1/2023,Johnson LLC,Restaurant
668751,,28-10-1968,525.2,8/3/2023,Watson-Mathews,Travel
892570,M,27-10-1973,73.18,6/3/2023,"Hoover, Hansen and Banks",Restaurant
278606,F,2/11/1948,141.93,8/5/2023,Mason-Smith,Cosmetic
456239,M,1/11/1954,769.03,17-04-2023,Hatfield-Juarez,Electronics
982327,F,22-10-1995,109.28,16-02-2023,"Hunter, Williams and Stewart",Market
320345,,24-10-1985,156.85,29-05-2023,"Gibson, Anderson and Walters",Cosmetic
228110,M,1/11/1953,161.3,1/10/2023,"Castro, Gentry and Chambers",Clothing
596595,M,20-10-2001,94.21,6/8/2023,Gonzalez-Peterson,Clothing
849732,M,20-10-2000,345.94,26-07-2023,Bailey Ltd,Market
534699,F,28-10-1970,1365.72,9/8/2023,"Adams, James and Walton",Travel
731925,M,31-10-1959,83.4,18-09-2023,Vaughan-Webb,Cosmetic
758749,F,24-10-1985,1830.83,12/3/2023,Perez-Morales,Travel
188455,M,31-10-1958,118.15,10/4/2023,Lane and Sons,Clothing
408580,M,21-10-1998,166.64,4/2/2023,Gonzalez-Norton,Travel
491649,M,26-10-1978,87.05,13-01-2023,Burns-Kelly,Cosmetic
164199,F,20-10-2000,45.82,20-08-2023,"Bailey, Johnson and Sullivan",Clothing
625203,M,26-10-1978,385.61,14-02-2023,Robinson PLC,Market
162003,M,31-10-1959,231.76,18-03-2023,"Robbins, Stein and Ramirez",Clothing
117523,M,27-10-1972,316,22-03-2023,Booth-James,Electronics
479858,M,21-10-1997,98.89,18-04-2023,Harris-Moore,Restaurant
335808,F,26-10-1978,30.16,2/6/2023,Moreno Inc,Clothing
229560,F,20-10-2003,42.27,21-05-2023,"Morales, Pruitt and Benjamin",Restaurant
132846,M,19-10-2005,361.31,10/10/2023,"Johnston, Castaneda and Williams",Electronics
778440,F,21-10-1999,203.81,11/1/2023,Anderson-Waller,Market
53406,F,22-10-1994,146.73,5/2/2023,"Phillips, Coleman and Quinn",Cosmetic
468481,F,20-10-2000,302.85,10/10/2023,"Velasquez, Watson and Allen",Market
159196,F,2/11/1948,92.54,18-02-2023,Hernandez PLC,Clothing
791366,F,22-10-1992,1018.04,3/4/2023,Jones-Vasquez,Travel
73317,F,26-10-1978,953.75,28-05-2023,"Smith, Perry and Crawford",Electronics
145188,M,25-10-1982,640.14,17-02-2023,Hopkins-Williams,Travel
984958,F,2/11/1950,86.67,10/1/2023,Watts Inc,Clothing
109339,F,23-10-1991,268.47,11/6/2023,Young-Lopez,Clothing
975256,M,19-10-2005,14.41,5/9/2023,Blanchard-Jones,Restaurant
131112,M,24-10-1985,755.13,9/2/2023,Wright and Sons,Electronics
